wl,f171,f491,f609,f283,f792,f23,f406,f883,f452,f972,f719,f517,f251,f315,f143,f923,f603,f305,f512,f309,f948,f502,f382,f903,f969,f73,f46,f833,f764,f886,f12,f359,f560,f300,f899,f454,f696,f423,f2,f811,f979,f690,f158,f52,f752
654.23,33.555,53.02,37.639,44.11,54.731,56.458,14.708,4.657,64.761,49.296,51.581,55.653,60.379,67.75,29.487,65.889,70.02,72.788,33.248,55.013,45.067,63.041,83.711,68.908,65.018,22.603,59.123,61.408,84.411,55.692,71.282,81.328,53.322,57.222,55.875,34.533,34.856,65.154,15.308,53.893,52.977,28.143,59.14,55.807,46.912
654.57,33.605,52.992,37.755,44.037,54.673,56.427,14.979,4.808,64.811,49.265,51.599,55.693,60.292,67.608,29.399,65.87,69.838,72.706,33.196,54.991,45.179,63.173,83.663,68.926,65.21,22.787,59.328,61.362,84.396,55.964,71.698,81.346,53.388,57.296,55.762,34.707,34.808,65.052,15.27,53.856,53.044,27.977,59.153,55.958,46.892
654.91,33.612,53.073,37.841,43.882,54.61,56.313,15.147,4.688,64.97,49.123,51.543,55.624,60.396,67.807,29.441,65.67,69.815,72.763,33.134,55.129,45.073,63.383,83.916,68.92,65.186,22.807,59.53,61.225,84.411,56.021,71.9,81.291,53.417,57.278,55.725,34.839,34.762,65.04,15.243,53.787,52.92,28,59.124,56.09,46.888
655.24,33.671,53.171,37.922,43.772,54.646,56.292,15.399,4.707,64.966,49.015,51.546,55.672,60.488,67.803,29.415,65.592,69.936,72.642,32.992,55.009,45.249,63.365,83.769,68.901,65.315,22.989,59.823,61.162,84.257,56.056,72.249,81.192,53.37,57.277,55.616,35.05,34.797,65.017,15.107,53.749,53.013,27.985,59.076,56.375,46.775
655.58,33.717,53.316,37.896,43.681,54.383,56.459,15.612,4.703,64.961,49.006,51.478,55.668,60.535,67.876,29.567,65.628,69.777,72.605,32.868,54.931,45.482,63.587,83.704,68.724,65.315,23.111,59.828,61.182,84.152,56.358,72.493,81.215,53.307,57.541,55.509,35.318,34.771,65.063,15.056,53.742,52.867,27.801,58.992,56.357,46.849
655.91,33.751,53.259,38.026,43.924,54.391,56.469,15.791,4.707,65.021,48.921,51.5,55.635,60.609,67.985,29.593,65.544,69.703,72.394,32.834,54.87,45.706,63.761,83.399,68.611,65.296,23.484,59.83,61.053,84.26,56.583,72.619,81.315,53.204,57.557,55.441,35.53,34.843,65.126,15.105,53.794,52.965,27.678,58.909,56.52,46.877
656.25,33.733,53.345,37.991,43.822,54.347,56.409,15.968,4.611,64.968,48.667,51.529,55.651,60.554,67.809,29.704,65.645,69.703,72.312,32.907,54.697,45.845,63.621,83.205,68.535,65.374,23.635,59.935,61.07,84.077,56.773,72.71,81.303,53.308,57.604,55.441,35.638,34.802,65.319,15.089,53.731,52.881,27.647,58.919,56.688,46.833
656.59,33.682,53.371,37.948,43.743,54.31,56.259,16.182,4.536,64.967,48.554,51.419,55.484,60.69,67.793,29.743,65.641,69.598,72.233,32.973,54.746,45.934,63.864,83.221,68.497,65.097,23.715,59.971,60.891,84.178,57,72.931,81.207,53.324,57.661,55.247,35.742,34.7,65.392,15.052,53.702,52.788,27.58,58.933,56.813,46.865
656.92,33.643,53.431,38.005,43.786,54.342,56.245,16.279,4.362,65.023,48.525,51.335,55.38,60.738,67.851,29.702,65.604,69.491,72.233,33.048,54.804,46.05,63.991,83.256,68.357,65.072,23.842,60.191,60.872,84.293,57.068,73.045,81.188,53.326,57.536,55.288,35.93,34.644,65.338,14.945,53.794,52.798,27.587,58.887,57.029,46.917
657.26,33.828,53.426,37.992,43.754,54.281,56.372,16.522,4.316,64.864,48.585,51.259,55.438,60.735,67.688,29.69,65.455,69.494,72.018,33.104,54.823,46.109,64.146,83.221,68.545,65.028,23.817,60.328,60.809,84.22,57.235,73.209,81.269,53.209,57.455,55.385,36.092,34.569,65.416,14.97,53.805,52.758,27.506,58.864,57.21,46.982
657.6,33.953,53.317,38,43.766,54.394,56.274,16.745,4.252,64.833,48.388,51.166,55.534,60.689,67.491,29.647,65.617,69.442,71.917,33.014,54.652,46.287,64.15,83.132,68.448,65.104,23.899,60.407,60.658,84.222,57.391,73.378,81.182,53.086,57.399,55.207,36.245,34.581,65.469,14.98,53.845,52.658,27.514,58.855,57.391,46.881
657.93,34.022,53.27,37.798,43.898,54.549,56.123,16.954,4.198,64.942,48.295,51.159,55.568,60.685,67.391,29.659,65.532,69.531,71.901,32.858,54.53,46.373,64.279,83.08,68.51,65.27,23.988,60.482,60.656,83.856,57.535,73.648,81.301,53.12,57.315,55.115,36.445,34.586,65.572,14.94,53.873,52.632,27.486,58.917,57.593,46.875
658.27,34.002,53.257,37.756,43.965,54.551,56.099,17.156,4.004,64.926,48.229,51.131,55.704,60.611,67.356,29.777,65.616,69.702,71.879,32.813,54.411,46.539,64.357,83.28,68.533,65.344,24.169,60.587,60.621,83.684,57.614,73.906,81.367,53.13,57.258,54.921,36.643,34.531,65.7,15.073,53.977,52.632,27.406,58.973,57.783,46.833
658.6,34.104,53.1,37.73,43.84,54.496,56.111,17.244,3.92,64.967,48.284,51.026,55.631,60.544,67.393,29.821,65.58,69.764,71.778,32.913,54.559,46.628,64.408,83.407,68.485,65.159,24.139,60.7,60.671,83.704,57.721,74.058,81.323,53.097,57.264,54.93,36.707,34.512,65.633,14.962,53.963,52.633,27.356,58.91,57.84,46.938
658.94,34.135,53.269,37.707,43.833,54.396,56.209,17.497,3.84,64.894,48.288,50.993,55.661,60.609,67.389,29.81,65.508,69.884,71.728,32.789,54.485,46.633,64.479,83.464,68.424,65.132,24.325,60.747,60.606,83.734,57.917,74.264,81.437,53.242,57.514,54.962,36.886,34.477,65.59,14.89,53.918,52.775,27.314,58.865,58.008,46.936
659.27,34.148,53.314,37.67,43.755,54.363,56.086,17.67,3.773,64.817,48.151,51.069,55.567,60.797,67.548,29.794,65.529,69.704,71.705,32.875,54.425,46.672,64.462,83.511,68.275,65.12,24.55,60.88,60.438,83.837,58.171,74.439,81.455,53.269,57.546,54.984,36.97,34.503,65.533,14.834,53.872,52.723,27.306,58.904,58.147,46.9
659.61,34.048,53.295,37.578,43.749,54.294,56.114,17.735,3.62,64.622,48.137,51.111,55.531,60.742,67.447,29.767,65.386,69.618,71.687,32.711,54.55,46.639,64.582,83.541,68.272,65.026,24.621,60.813,60.252,83.764,58.278,74.642,81.532,53.462,57.552,54.833,37.147,34.594,65.546,14.7,53.821,52.755,27.269,58.95,58.216,46.964
659.95,33.958,53.404,37.453,43.695,54.398,56.176,17.751,3.617,64.39,48.21,51.15,55.544,60.882,67.432,29.742,65.284,69.593,71.784,32.662,54.5,46.804,64.64,83.679,68.105,64.776,24.726,60.82,60.065,83.941,58.497,74.751,81.577,53.446,57.463,54.841,37.325,34.592,65.551,14.727,53.884,52.659,27.222,58.873,58.308,47.021
660.28,34.105,53.51,37.57,43.666,54.353,56.207,17.853,3.62,64.336,48.134,51.119,55.531,60.924,67.37,29.974,65.262,69.729,71.844,32.663,54.542,46.905,64.811,83.78,68.009,64.833,24.766,61.001,60.024,84.15,58.557,74.87,81.53,53.568,57.393,54.844,37.488,34.639,65.551,14.672,53.87,52.648,27.11,59.001,58.425,46.982
660.62,34.057,53.565,37.584,43.702,54.476,56.214,17.959,3.775,64.305,48.139,50.984,55.442,60.948,67.454,30.049,65.132,69.735,71.83,32.721,54.553,46.996,64.803,83.697,67.976,64.947,24.822,60.982,60.049,84.135,58.63,75.197,81.609,53.501,57.254,54.859,37.525,34.523,65.527,14.594,53.927,52.687,27.047,58.952,58.569,46.91
660.95,34.118,53.712,37.578,43.649,54.4,56.284,18.098,3.526,64.302,48.009,50.945,55.457,60.943,67.44,30.065,65.083,69.58,71.976,32.567,54.637,47.032,64.925,83.763,67.941,64.909,24.862,61.029,60.041,83.987,58.74,75.498,81.624,53.626,57.327,54.805,37.532,34.573,65.506,14.655,54.009,52.738,26.947,58.932,58.786,46.859
661.29,34.308,53.85,37.377,43.811,54.517,56.327,18.27,3.691,64.225,48.074,50.934,55.531,60.982,67.518,30.126,65.235,69.654,72.008,32.531,54.501,46.868,64.75,83.616,68.003,64.928,24.973,61.274,60.046,83.984,58.853,75.842,81.666,53.731,57.282,54.777,37.59,34.604,65.385,14.584,54.025,52.759,26.787,58.925,58.977,46.802
661.62,34.267,53.97,37.303,43.743,54.46,56.471,18.518,3.686,64.134,48.039,50.945,55.689,61.059,67.691,30.283,65.224,69.747,72.286,32.504,54.503,47.014,64.702,83.617,68.041,64.786,25.092,61.289,59.974,84.099,58.897,75.816,81.661,53.688,57.198,54.781,37.721,34.698,65.414,14.584,54.084,52.776,26.822,58.956,59.087,46.786
661.96,34.288,54.124,37.213,43.835,54.563,56.44,18.735,3.845,64.105,48,51.048,55.719,60.913,67.686,30.309,65.338,69.767,72.117,32.551,54.307,47.191,64.755,83.409,68.091,64.763,25.182,61.224,59.88,84.07,59.064,75.789,81.792,53.702,57.36,54.679,37.913,34.786,65.429,14.487,54.168,52.782,26.803,58.989,59.166,46.772
662.29,34.397,54.255,37.219,43.682,54.622,56.275,18.957,3.87,64.304,47.954,51.04,55.808,60.901,67.753,30.453,65.508,69.626,72.229,32.579,54.355,47.331,64.864,83.639,68.296,64.714,25.278,61.281,59.897,84.051,59.346,75.948,81.978,53.785,57.269,54.541,37.981,34.723,65.382,14.562,54.228,52.76,26.659,59.122,59.192,46.899
662.63,34.454,54.287,37.16,43.773,54.673,56.009,19.009,3.873,64.285,48.005,51.041,55.868,60.964,67.854,30.45,65.644,69.74,72.17,32.624,54.491,47.439,65.038,83.881,68.336,64.694,25.382,61.312,59.727,84.121,59.405,76.089,81.918,53.836,57.117,54.577,38.014,34.803,65.359,14.52,54.295,52.807,26.713,59.163,59.393,46.899
662.96,34.519,54.496,37.268,43.699,54.636,56.109,19.143,3.897,64.262,48.044,50.994,55.744,60.937,67.864,30.586,65.751,69.828,72.482,32.524,54.529,47.386,65.092,84.149,68.436,64.594,25.399,61.467,59.764,84.09,59.625,76.443,81.912,53.916,57.018,54.539,38.141,34.724,65.37,14.386,54.28,52.782,26.708,59.27,59.528,46.949
663.3,34.622,54.465,37.312,43.739,54.621,55.953,19.263,3.878,64.221,48.05,51.022,55.712,61.073,68.034,30.569,65.531,69.784,72.545,32.413,54.557,47.509,65.167,84.243,68.59,64.692,25.571,61.493,59.531,84.285,59.813,76.967,81.917,53.89,57.098,54.5,38.3,34.795,65.29,14.322,54.316,52.867,26.607,59.259,59.732,46.952
663.64,34.75,54.552,37.368,43.647,54.664,55.854,19.44,3.78,64.174,47.939,51.063,55.789,61.038,68.147,30.524,65.646,69.857,72.662,32.307,54.669,47.44,65.347,84.578,68.69,64.814,25.734,61.473,59.427,84.312,59.972,77.201,82.027,53.929,57.213,54.458,38.392,34.757,65.289,14.31,54.365,52.848,26.537,59.29,59.814,46.962
663.97,34.851,54.565,37.322,43.605,54.699,55.845,19.526,3.751,64.168,48.095,51.148,55.887,61.064,68.002,30.725,65.688,69.809,72.558,32.061,54.625,47.487,65.47,84.676,69.052,64.786,25.738,61.536,59.419,84.234,60.438,77.668,82.115,53.982,57.395,54.443,38.533,34.704,65.345,14.301,54.332,52.949,26.367,59.307,59.875,46.929
664.31,34.702,54.669,37.303,43.481,54.756,55.739,19.689,3.804,64.246,48.075,51.256,55.847,61.16,67.957,30.879,65.877,69.991,72.683,32.224,54.594,47.595,65.422,84.753,68.961,64.848,25.948,61.818,59.508,84.35,60.676,78.034,82.244,53.992,57.654,54.19,38.666,34.809,65.395,14.252,54.466,53.025,26.262,59.192,60.103,46.895
664.64,34.518,54.758,37.092,43.456,54.654,55.82,20.038,3.831,64.196,48.295,51.257,55.823,61.263,68.104,31.049,65.971,69.915,72.844,32.308,54.747,47.638,65.465,84.897,69.018,64.758,26.042,61.861,59.371,84.401,60.799,78.235,82.391,54.083,57.583,54.257,38.895,34.781,65.301,14.198,54.372,53.177,26.229,59.158,60.215,46.921
664.98,34.423,54.853,37.15,43.451,54.664,55.813,20.373,4.116,64.036,48.318,51.363,55.769,61.19,68.163,31.142,65.965,69.952,72.729,32.384,54.727,47.64,65.372,85.042,69.044,64.68,26.201,61.875,59.086,84.626,60.89,78.48,82.547,54.134,57.767,54.262,39.062,34.741,65.265,14.11,54.317,53.222,26.076,59.119,60.256,46.88
665.31,34.449,54.973,37.113,43.292,54.639,55.714,20.541,4.163,64.024,48.086,51.371,55.774,61.153,68.255,31.194,65.91,69.956,72.716,32.42,54.848,47.751,65.474,84.942,69.003,64.772,26.27,61.833,58.987,84.528,61.064,78.653,82.485,53.982,57.866,54.293,39.111,34.669,65.27,13.954,54.203,53.283,25.917,58.972,60.317,46.985
665.64,34.476,55.076,37.367,43.291,54.535,55.888,20.917,4.12,63.947,48.157,51.43,55.94,61.257,68.301,31.332,65.882,69.97,72.914,32.287,54.578,47.716,65.425,84.858,68.94,64.943,26.411,61.769,58.701,84.527,61.14,79.046,82.652,54.016,57.927,54.223,39.316,34.693,65.361,14.01,54.118,53.314,25.747,59.168,60.469,46.909
665.98,34.549,55.153,37.502,43.263,54.475,56.025,21.079,4.139,63.998,48.25,51.353,56.003,61.063,68.232,31.441,65.89,69.843,72.857,32.346,54.622,47.902,65.308,84.679,68.828,64.997,26.44,61.793,58.611,84.175,61.144,79.283,83.006,54.146,57.998,54.21,39.438,34.669,65.348,13.932,54.152,53.229,25.669,59.111,60.396,46.937
666.31,34.573,55.194,37.509,43.375,54.275,55.983,21.375,3.969,64.086,48.083,51.242,55.976,60.835,68.083,31.537,65.736,69.982,72.757,32.28,54.668,47.787,65.591,84.487,68.958,65.029,26.377,62.034,58.656,84.193,61.207,79.371,82.889,54.09,58.027,54.169,39.673,34.607,65.283,13.907,54.172,53.276,25.533,59.035,60.422,46.838
666.65,34.895,55.407,37.426,43.354,54.273,55.815,21.681,3.953,64.138,48.13,51.131,55.988,60.96,68.191,31.579,66.019,70.128,72.75,32.398,54.543,47.915,65.49,84.375,68.917,65.218,26.397,62.08,58.665,84.055,61.202,79.555,82.802,53.903,58.128,54.073,39.589,34.531,65.243,13.95,54.186,53.313,25.299,58.957,60.506,46.702
666.98,34.983,55.529,37.401,43.377,54.179,55.788,21.924,3.655,64.115,48.1,51.033,55.912,60.973,68.283,31.597,66.01,70.024,72.784,32.492,54.414,48.073,65.646,84.247,69.103,65.473,26.466,62.137,58.783,83.994,61.073,79.739,82.718,53.888,58.241,53.863,39.645,34.495,65.23,13.948,54.157,53.306,25.113,58.958,60.579,46.565
667.32,34.898,55.534,37.268,43.269,54.215,55.821,22.034,3.869,64.007,48.104,50.99,55.995,60.963,68.418,31.402,66.055,69.896,72.749,32.628,54.422,48.089,65.484,84.237,69.237,65.335,26.592,62.19,58.794,83.848,61.221,79.984,82.876,53.815,58.239,53.808,39.728,34.386,65.309,13.901,54.243,53.366,25.097,58.711,60.559,46.482
667.65,34.846,55.557,37.337,43.192,54.141,55.807,22.15,3.866,63.917,48.034,51.176,55.969,60.909,68.345,31.289,66.01,69.898,72.73,32.617,54.412,48.152,65.511,84.404,69.156,65.274,26.614,62.343,58.534,83.735,61.242,79.966,82.787,53.877,58.317,53.767,40.017,34.492,65.454,13.81,54.103,53.292,24.957,58.834,60.604,46.456
667.99,34.783,55.738,37.144,43.256,54.181,55.719,22.26,3.782,63.941,48.046,51.352,55.912,60.938,68.259,31.243,65.994,70.184,72.642,32.806,54.261,48.209,65.496,84.253,69.372,65.337,26.686,62.511,58.486,83.678,61.439,80.151,82.758,53.728,58.261,53.771,40.223,34.506,65.512,13.785,53.952,53.14,24.98,58.853,60.589,46.467
668.32,34.689,55.788,37.314,43.196,54.318,55.889,22.291,3.569,63.889,48.139,51.462,55.918,61.013,68.141,31.3,65.906,70.113,72.759,32.869,54.171,48.35,65.532,84.184,69.159,65.289,26.69,62.46,58.335,83.739,61.418,80.079,82.815,53.518,58.417,53.631,40.295,34.388,65.626,13.789,54.008,53.13,24.994,58.834,60.646,46.618
668.66,34.834,55.954,37.298,43.229,54.348,56.078,22.497,3.588,63.648,48.086,51.43,55.887,61.288,68.162,31.381,65.997,70.224,72.579,32.97,54.18,48.543,65.479,84.236,69.144,65.359,26.876,62.789,58.408,83.719,61.546,80.419,82.825,53.361,58.514,53.468,40.332,34.182,65.788,13.756,54.038,53.15,24.928,58.9,60.773,46.653
668.99,34.825,55.899,37.371,43.257,54.327,56.225,22.667,3.431,63.541,48.185,51.421,55.929,61.357,68.157,31.414,66.094,70.276,72.508,33.034,54.186,48.739,65.33,84.284,69.085,65.421,27.017,62.897,58.435,83.733,61.508,80.705,82.834,53.289,58.411,53.453,40.344,34.143,65.737,13.697,53.942,53.132,24.767,58.869,60.961,46.635
669.32,34.789,56.113,37.193,43.36,54.424,56.281,23.034,3.396,63.558,48.214,51.479,55.906,61.435,68.144,31.4,66.122,70.311,72.555,33.032,54.345,48.699,65.378,84.426,68.941,65.518,26.991,62.876,58.172,83.692,61.367,80.843,82.674,53.433,58.492,53.674,40.7,34.127,65.898,13.594,53.933,53.073,24.671,58.716,61.022,46.739
669.66,34.851,56.15,37.058,43.168,54.533,56.379,23.303,3.5,63.442,48.223,51.283,55.901,61.327,68.179,31.433,66.036,70.326,72.741,33.002,54.347,48.549,65.349,84.476,68.888,65.453,27.032,63.029,58.224,83.714,61.505,81.107,82.718,53.44,58.523,53.589,40.889,33.963,65.798,13.516,53.829,53.171,24.665,58.652,61.134,46.65
669.99,34.797,55.947,36.884,43.294,54.442,56.424,23.421,3.626,63.385,48.241,51.312,56.055,61.314,68.093,31.499,66.092,70.141,72.777,33.029,54.404,48.658,65.319,84.396,68.915,65.537,27.206,63.073,58.076,83.634,61.543,81.345,82.679,53.317,58.691,53.503,40.945,33.85,65.616,13.532,53.83,53.144,24.587,58.577,61.252,46.499
670.33,34.887,56.2,37.009,43.39,54.496,56.455,23.511,3.672,63.377,48.31,51.099,56.201,61.336,68.183,31.548,66.417,70.235,72.832,33.052,54.509,48.663,65.492,84.467,68.86,65.391,27.242,63.188,58.123,83.363,61.733,81.419,82.487,53.135,58.509,53.35,41.016,33.638,65.659,13.578,53.756,53.158,24.594,58.601,61.197,46.596
670.66,34.67,56.308,37.025,43.493,54.541,56.741,23.685,3.799,63.31,48.406,51.083,56.274,61.386,68.309,31.574,66.276,70.129,72.854,33.064,54.315,48.856,65.367,84.18,68.851,65.459,27.035,63.45,58.158,83.204,61.917,81.603,82.423,53.146,58.349,53.354,41.169,33.732,65.553,13.558,53.69,53.386,24.511,58.566,61.362,46.584
671,34.57,56.433,37.277,43.534,54.649,56.613,23.582,3.963,63.27,48.294,50.982,56.309,61.397,68.559,31.565,66.226,70.242,72.857,33.232,54.409,49.029,65.215,83.928,68.824,65.583,27.078,63.581,58.124,83.265,61.964,81.662,82.632,53.104,58.331,53.222,41.217,33.697,65.619,13.494,53.645,53.365,24.389,58.656,61.292,46.604
671.33,34.663,56.518,37.166,43.442,54.588,56.396,23.589,3.879,63.242,48.354,50.901,56.314,61.42,68.692,31.447,66.03,70.121,73.051,33.086,54.428,49.005,65.411,84.069,68.836,65.516,27.125,63.406,58.016,83.147,61.869,81.646,82.47,53.001,58.079,53.313,41.16,33.653,65.621,13.546,53.607,53.254,24.294,58.717,61.24,46.556
671.66,34.765,56.712,37.099,43.535,54.774,56.544,23.817,3.777,63.117,48.393,50.807,56.401,61.417,68.651,31.498,65.946,70.35,72.927,32.954,54.329,49.123,65.427,84.102,68.823,65.528,27.183,63.429,58.033,82.937,61.978,81.708,82.538,52.971,58.217,53.175,41.087,33.709,65.658,13.515,53.751,53.114,24.191,58.793,61.316,46.519
672,34.833,56.806,36.999,43.631,54.919,56.418,23.781,3.925,63.154,48.28,50.647,56.304,61.481,68.612,31.465,65.954,70.089,73.107,32.988,54.465,49.263,65.504,84.073,68.742,65.526,27.189,63.491,58.1,82.964,62.095,81.823,82.452,52.707,58.232,53.124,41.09,33.782,65.518,13.523,53.808,53.08,24.121,58.716,61.284,46.512
672.33,34.742,56.726,36.971,43.621,55.023,56.252,23.903,3.954,63.17,48.147,50.454,56.255,61.641,68.571,31.539,65.913,70.164,73.156,32.828,54.437,49.264,65.491,84.171,68.83,65.391,27.317,63.591,57.909,83.189,62.295,82.056,82.472,52.741,58.272,53.149,41.182,33.824,65.418,13.529,53.753,53.011,24.112,58.814,61.288,46.363
672.67,34.744,56.794,36.889,43.528,55.108,56.259,24.107,4.151,63.023,48.282,50.459,56.115,61.632,68.461,31.462,66.048,70.189,72.928,32.808,54.413,49.393,65.511,83.991,68.947,65.251,27.346,63.769,57.982,82.989,62.362,82.074,82.379,52.693,58.303,53.296,41.254,33.906,65.492,13.51,53.847,53.042,24.065,58.66,61.269,46.306
673,34.762,56.791,36.841,43.571,55.133,56.379,24.251,4.339,63.014,48.375,50.557,56.026,61.757,68.447,31.413,65.967,70.28,73.118,32.721,54.476,49.369,65.704,84.171,69.167,65.208,27.261,63.825,57.918,83.104,62.383,82.226,82.135,52.468,58.15,53.29,41.399,34.038,65.35,13.633,53.824,53.009,24.07,58.78,61.431,46.336
673.33,35.059,56.872,36.81,43.542,55.18,56.496,24.403,4.755,62.82,48.512,50.44,56.166,61.761,68.591,31.239,66.091,70.079,73.481,32.73,54.393,49.478,65.555,84.106,69.209,65.263,27.346,63.796,57.879,83.041,62.459,82.412,82.261,52.42,58.048,53.18,41.442,33.923,65.354,13.638,53.884,53.037,24.016,58.842,61.514,46.556
673.67,34.992,56.872,36.779,43.576,55.126,56.528,24.648,4.908,62.881,48.438,50.544,56.292,61.886,68.611,31.367,66,70.045,73.424,32.717,54.37,49.424,65.688,84.279,69.302,65.199,27.481,63.896,57.841,83.014,62.704,82.625,82.26,52.371,57.946,53.193,41.701,33.909,65.401,13.713,53.853,53.057,24.063,58.864,61.637,46.649
674,34.86,56.866,36.824,43.463,55.005,56.651,24.817,4.872,62.927,48.476,50.596,56.355,61.837,68.566,31.596,66.024,70.172,73.334,32.683,54.567,49.487,65.619,84.331,69.21,65.115,27.406,64.02,57.822,82.914,62.964,82.719,82.042,52.267,57.726,53.214,41.869,33.982,65.331,13.66,53.852,53.129,24.125,58.923,61.725,46.789
674.33,34.715,56.866,36.93,43.404,54.99,56.626,24.947,5.033,62.892,48.39,50.628,56.303,61.674,68.315,31.663,65.938,70.416,73.226,32.751,54.632,49.461,65.638,84.302,69.087,65.207,27.174,64.018,57.801,82.902,63.064,82.853,81.882,52.184,57.751,53.19,41.925,33.885,65.189,13.735,53.785,53.101,24.022,59.012,61.848,46.822
674.67,34.78,56.959,36.766,43.282,54.962,56.515,25.436,5.131,62.936,48.303,50.586,56.204,61.835,68.462,31.761,66.001,70.23,73.189,32.696,54.492,49.418,65.616,84.283,69.325,65.174,27.297,64.18,58.163,83.177,63.283,82.843,81.996,52.099,57.687,53.142,41.798,33.811,65.125,13.689,53.952,53.185,24.019,58.982,62.009,46.918
675,34.945,56.725,36.871,43.162,54.867,56.478,25.595,5.307,62.913,48.409,50.631,56.236,61.816,68.632,32.037,66.046,70,73.31,32.564,54.56,49.605,65.623,84.463,69.106,65.158,27.313,64.063,58.206,83.345,63.293,83.084,81.834,52.041,57.643,53.005,41.922,33.709,65.142,13.626,53.999,53.239,23.897,58.995,62.144,46.97
675.33,34.958,56.631,36.974,43.119,54.809,56.53,25.804,5.625,62.931,48.486,50.625,56.266,61.713,68.682,31.911,66.129,70.003,73.256,32.507,54.587,49.691,65.578,84.719,69.334,65.208,27.449,64.107,58.174,83.375,63.352,83.368,81.669,51.84,57.291,52.992,41.881,33.727,65.132,13.542,53.935,53.245,23.985,58.981,62.118,46.905
675.67,34.943,56.468,36.879,43.151,54.788,56.446,25.92,5.759,62.928,48.507,50.73,56.151,61.485,68.535,31.909,65.978,69.92,73.312,32.527,54.663,49.704,65.758,84.915,69.172,65.192,27.461,63.997,58.022,83.23,63.349,83.564,81.812,52.165,57.284,52.962,41.995,33.785,64.917,13.526,54.001,53.322,23.907,58.828,62.172,46.872
676,35.064,56.351,37.133,43.328,54.799,56.454,26.076,5.916,62.702,48.437,50.65,56.191,61.551,68.529,31.818,65.977,69.915,73.444,32.387,54.856,49.598,65.996,85.068,69.142,65.142,27.59,64.126,57.949,83.165,63.438,83.516,81.749,52.194,57.413,52.929,42.051,33.777,64.994,13.678,54.166,53.286,23.902,58.833,62.138,46.877
676.33,35.243,56.151,37.353,43.291,54.949,56.534,26.243,6.064,62.701,48.443,50.654,56.233,61.703,68.615,31.733,65.902,70.014,73.198,32.265,54.776,49.523,66.046,84.694,69.03,65.108,27.642,64.103,58.101,83.224,63.773,83.746,81.835,52.068,57.318,52.822,42.009,33.939,64.987,13.772,54.212,53.215,23.928,58.843,62.277,46.822
676.67,35.215,56.114,37.167,43.136,54.923,56.54,26.487,6.075,62.737,48.414,50.759,56.215,61.764,68.572,31.883,65.882,69.948,73.029,32.228,54.818,49.731,66.083,84.636,69.037,65.193,27.623,64.136,57.936,83.239,63.609,83.705,82.002,52.09,57.279,52.766,42.119,33.945,65.053,13.934,54.204,53.172,23.804,58.942,62.364,46.871
